"lsoa11cd","date","lsoa11nm","Rural Urban","NS-SeC: All categories: NS-SeC of household reference person; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: 8. Never worked and long-term unemployed; measures: Value","NS-SeC: L14.1 Never worked; measures: Value","NS-SeC: L14.2 Long-term unemployed; measures: Value","NS-SeC: Not classified; measures: Value","NS-SeC: L15 Full-time students; measures: Value","NS-SeC: L17 Not classifiable for other reasons; measures: Value"
"E01006598",2011,"Liverpool 010A","Total",1092,24,13,0,13,11,7,4,0,0,118,69,63,3,3,0,27,22,131,73,40,9,9,84,9,9,0,75,75,0,76,59,17,15,2,257,60,127,4,52,0,6,8,207,40,41,34,91,1,165,95,70,30,30,0
"E01006599",2011,"Liverpool 010B","Total",978,9,4,0,4,5,5,0,0,0,105,54,54,0,0,0,31,20,102,41,33,17,11,76,24,24,0,52,52,0,68,49,19,15,4,200,79,80,19,12,0,10,0,208,43,9,57,98,1,194,97,97,16,16,0
"E01006600",2011,"Liverpool 011A","Total",1072,23,9,0,9,14,12,0,2,0,160,96,89,6,1,0,39,25,129,80,28,17,4,120,29,29,0,91,91,0,68,43,25,19,6,236,58,111,15,29,0,7,16,199,27,14,70,86,2,126,87,39,11,11,0
"E01006603",2011,"Liverpool 011B","Total",1019,35,4,0,4,31,19,12,0,0,162,99,81,12,6,0,37,26,104,52,31,19,2,110,21,21,0,89,89,0,102,55,47,47,0,245,91,110,3,24,0,14,3,157,11,21,55,70,0,97,62,35,7,4,3
"E01006604",2011,"Liverpool 016A","Total",1076,43,10,0,10,33,20,9,4,0,145,88,83,3,2,0,35,22,160,102,35,22,1,127,32,32,0,95,95,0,76,35,41,32,9,262,59,129,16,41,0,16,1,166,16,7,45,98,0,90,44,46,7,7,0
"E01006605",2011,"Liverpool 016B","Total",1216,80,35,0,35,45,29,12,4,0,169,103,88,3,12,0,39,27,148,114,28,5,1,153,39,39,0,114,114,0,107,44,63,53,10,226,67,102,6,31,4,2,14,200,33,27,53,87,0,114,57,57,19,19,0
"E01006606",2011,"Liverpool 020A","Total",1228,74,19,0,19,55,35,18,2,0,197,101,84,15,2,0,49,47,185,120,46,12,7,129,16,16,0,113,110,3,112,49,63,54,9,200,54,68,9,48,0,19,2,190,21,19,61,89,0,126,79,47,15,15,0
"E01006607",2011,"Liverpool 008A","Total",1229,33,9,0,9,24,13,11,0,0,150,90,72,13,5,0,54,6,160,89,52,16,3,98,20,20,0,78,78,0,106,72,34,31,3,279,71,125,12,41,0,27,3,229,21,28,84,96,0,153,89,64,21,21,0
"E01006608",2011,"Liverpool 009A","Total",1018,45,17,0,17,28,11,17,0,0,202,134,118,15,1,0,47,21,132,83,37,9,3,127,20,20,0,107,107,0,79,55,24,19,5,183,41,81,18,38,0,4,1,154,20,0,73,53,8,81,38,43,15,15,0
"E01006609",2011,"Liverpool 009B","Total",1052,48,18,0,18,30,16,14,0,0,185,98,95,0,3,0,57,30,154,95,47,12,0,83,22,22,0,61,61,0,121,45,76,69,7,165,29,63,22,42,0,9,0,164,19,12,66,67,0,116,70,46,16,16,0
"E01006610",2011,"Liverpool 009C","Total",1129,42,27,0,27,15,9,6,0,0,132,93,81,8,4,0,19,20,179,92,48,22,17,68,12,12,0,56,56,0,114,73,41,34,7,240,62,119,21,21,0,12,5,177,41,15,53,68,0,153,106,47,24,24,0
"E01006611",2011,"Liverpool 012A","Total",1103,33,9,0,9,24,9,13,2,0,122,83,63,13,7,0,28,11,153,91,34,28,0,52,2,2,0,50,50,0,90,64,26,19,7,204,56,104,14,18,2,8,2,238,47,17,67,107,0,179,119,60,32,32,0
"E01006612",2011,"Liverpool 008B","Total",1189,51,18,0,18,33,9,22,2,0,151,84,77,5,2,0,44,23,162,107,35,20,0,90,16,16,0,74,74,0,89,47,42,27,15,242,71,81,36,28,0,16,10,222,17,17,77,110,1,158,94,64,24,24,0
"E01006613",2011,"Liverpool 009D","Total",1037,30,17,0,17,13,6,3,4,0,175,98,86,2,7,3,41,36,151,80,46,9,16,117,9,9,0,108,104,4,66,30,36,29,7,223,62,88,20,40,0,8,5,150,12,27,46,65,0,103,67,36,22,22,0
"E01006614",2011,"Liverpool 012B","Total",1100,25,10,0,10,15,10,4,0,1,174,90,78,4,6,2,40,44,140,76,38,15,11,84,20,20,0,64,64,0,77,33,44,35,9,277,87,118,21,36,2,7,6,165,25,9,27,104,0,126,78,48,32,32,0
"E01006615",2011,"Liverpool 012C","Total",1115,14,3,0,3,11,11,0,0,0,146,76,68,4,4,0,35,35,138,66,57,14,1,85,22,22,0,63,63,0,85,61,24,23,1,260,73,111,18,37,4,12,5,234,41,14,54,122,3,128,92,36,25,25,0
"E01006616",2011,"Liverpool 015D","Total",1126,46,24,0,24,22,8,12,2,0,178,115,98,15,2,0,43,20,149,77,36,32,4,157,27,27,0,130,130,0,117,50,67,53,14,237,65,104,17,32,0,13,6,189,13,8,61,103,4,51,31,20,2,2,0
"E01006617",2011,"Liverpool 021A","Total",1165,190,48,0,48,142,80,38,24,0,367,240,195,17,27,1,91,36,154,89,47,18,0,146,33,33,0,113,111,2,63,34,29,29,0,103,18,39,10,16,0,11,9,102,21,0,23,58,0,25,13,12,15,15,0
"E01006618",2011,"Liverpool 016C","Total",1191,79,29,0,29,50,15,30,5,0,234,94,94,0,0,0,99,41,185,99,57,19,10,98,13,13,0,85,85,0,129,68,61,54,7,232,61,104,9,38,0,15,5,161,18,12,45,80,6,54,44,10,19,19,0
"E01006619",2011,"Liverpool 021B","Total",1264,107,15,0,15,92,40,46,3,3,327,240,201,23,12,4,41,46,192,142,28,13,9,180,44,44,0,136,136,0,84,39,45,44,1,145,28,63,11,27,0,12,4,158,16,11,76,54,1,37,23,14,34,34,0
"E01006620",2011,"Liverpool 021C","Total",1042,131,46,0,46,85,36,40,5,4,265,192,162,15,8,7,36,37,145,66,48,14,17,173,45,45,0,128,128,0,64,27,37,36,1,129,33,41,3,29,0,11,12,98,9,11,47,31,0,30,15,15,7,7,0
"E01006621",2011,"Liverpool 021D","Total",1138,198,41,0,41,157,86,34,33,4,357,180,134,19,25,2,130,47,78,55,19,4,0,244,104,104,0,140,140,0,69,33,36,33,3,88,20,41,8,17,0,1,1,53,3,3,37,10,0,13,5,8,38,38,0
"E01006622",2011,"Liverpool 021E","Total",1174,160,52,0,52,108,52,39,17,0,375,226,172,32,17,5,90,59,155,73,65,10,7,139,41,41,0,98,94,4,114,43,71,57,14,100,2,38,4,31,0,13,12,106,9,0,59,38,0,18,10,8,7,7,0
"E01006623",2011,"Liverpool 013A","Total",1171,199,54,0,54,145,77,53,10,5,291,161,130,13,12,6,87,43,152,91,51,8,2,212,91,91,0,121,119,2,115,30,85,72,13,83,18,33,7,17,0,8,0,87,4,2,62,19,0,18,11,7,14,14,0
"E01006624",2011,"Liverpool 013B","Total",1242,71,21,0,21,50,19,23,7,1,281,166,150,10,6,0,60,55,126,76,39,2,9,165,58,58,0,107,107,0,89,39,50,45,5,225,58,95,22,23,0,24,3,148,26,1,48,73,0,112,65,47,25,25,0
"E01006625",2011,"Liverpool 016D","Total",1086,113,41,0,41,72,34,26,8,4,308,177,138,28,11,0,81,50,128,83,26,11,8,157,30,30,0,127,127,0,68,31,37,36,1,142,43,47,12,27,0,13,0,127,8,6,69,44,0,36,19,17,7,7,0
"E01006626",2011,"Liverpool 016E","Total",1130,107,41,0,41,66,39,23,4,0,298,203,140,49,12,2,66,29,169,103,47,14,5,128,34,34,0,94,90,4,127,41,86,81,5,168,27,60,18,20,0,38,5,92,12,10,36,34,0,29,8,21,12,12,0
"E01006627",2011,"Liverpool 013C","Total",1101,121,11,0,11,110,41,52,9,8,313,192,165,9,18,0,70,51,156,102,38,11,5,87,15,15,0,72,72,0,99,43,56,51,5,174,57,69,8,25,0,12,3,112,6,12,48,44,2,30,20,10,9,9,0
"E01006628",2011,"Liverpool 052D","Total",1285,257,30,0,30,227,155,44,24,4,365,284,242,15,27,0,59,22,132,68,46,18,0,151,63,63,0,88,88,0,75,27,48,43,5,143,32,78,14,7,0,9,3,56,20,3,20,13,0,62,42,20,44,44,0
"E01006629",2011,"Liverpool 052E","Total",979,120,24,0,24,96,60,20,13,3,278,198,172,14,12,0,56,24,106,76,24,6,0,90,23,23,0,67,67,0,76,40,36,34,2,173,43,69,14,27,0,13,7,70,0,2,29,39,0,41,32,9,25,25,0
"E01006630",2011,"Liverpool 044B","Total",1154,40,9,6,3,31,24,7,0,0,143,82,73,4,5,0,35,26,80,45,24,11,0,85,27,27,0,58,58,0,77,42,35,31,4,280,84,138,7,18,0,22,11,207,33,16,37,121,0,221,154,67,21,21,0
"E01006632",2011,"Liverpool 044C","Total",1552,75,23,0,23,52,18,30,4,0,223,140,119,17,4,0,60,23,170,77,71,21,1,131,28,28,0,103,103,0,147,90,57,52,5,274,72,137,12,31,0,22,0,269,60,16,38,151,4,218,150,68,45,45,0
"E01006633",2011,"Liverpool 050B","Total",1139,23,4,0,4,19,13,6,0,0,122,67,64,1,2,0,35,20,137,100,35,2,0,54,12,12,0,42,42,0,97,60,37,37,0,260,95,118,7,32,0,2,6,230,42,40,32,113,3,194,141,53,22,22,0
"E01006637",2011,"Liverpool 017A","Total",1414,37,8,0,8,29,11,13,4,1,253,161,155,5,0,1,63,29,108,47,43,18,0,84,20,20,0,64,64,0,93,55,38,34,4,332,90,189,18,27,0,4,4,228,20,13,64,131,0,225,149,76,54,54,0
"E01006638",2011,"Liverpool 017B","Total",1018,14,7,0,7,7,4,3,0,0,108,56,50,2,4,0,44,8,135,69,43,12,11,60,1,1,0,59,59,0,94,46,48,43,5,234,65,120,11,24,0,14,0,199,19,20,39,121,0,142,98,44,32,32,0
"E01006639",2011,"Liverpool 017C","Total",1301,96,17,0,17,79,54,22,2,1,274,191,166,25,0,0,60,23,182,94,53,20,15,191,55,55,0,136,135,1,70,37,33,24,9,219,52,92,21,44,0,8,2,159,20,2,86,50,1,96,70,26,14,14,0
"E01006640",2011,"Liverpool 021F","Total",1551,216,48,0,48,168,74,72,18,4,430,237,172,58,7,0,151,42,216,114,71,18,13,211,52,52,0,159,159,0,98,52,46,46,0,158,48,66,15,23,0,2,4,147,12,12,72,51,0,65,46,19,10,10,0
"E01006641",2011,"Liverpool 025C","Total",1578,129,45,0,45,84,42,35,4,3,474,375,351,11,10,3,56,43,180,116,49,8,7,182,53,53,0,129,129,0,118,63,55,45,10,284,71,134,16,30,0,19,14,147,18,6,75,47,1,42,21,21,22,22,0
"E01006642",2011,"Liverpool 025D","Total",1055,21,12,0,12,9,8,1,0,0,121,68,54,1,13,0,37,16,92,42,39,11,0,86,22,22,0,64,63,1,76,51,25,23,2,289,79,124,15,35,0,33,3,164,17,19,41,87,0,190,103,87,16,16,0
"E01006643",2011,"Liverpool 025E","Total",1589,72,6,0,6,66,51,14,0,1,193,112,100,5,3,4,48,33,190,89,54,30,17,141,21,21,0,120,120,0,153,106,47,46,1,262,79,101,27,39,0,13,3,333,62,32,97,142,0,188,143,45,57,57,0
"E01006644",2011,"Liverpool 017D","Total",1730,138,41,0,41,97,50,35,12,0,299,192,164,27,0,1,60,47,262,110,91,47,14,143,26,26,0,117,117,0,144,71,73,65,8,306,73,162,25,32,0,12,2,255,43,11,99,102,0,163,113,50,20,20,0
"E01006645",2011,"Liverpool 017E","Total",1063,30,11,0,11,19,16,2,0,1,136,83,64,12,7,0,22,31,117,58,37,16,6,53,14,14,0,39,39,0,74,42,32,28,4,211,73,82,14,28,0,7,7,202,29,15,58,96,4,216,156,60,24,24,0
"E01006646",2011,"Liverpool 023C","Total",1622,157,14,0,14,143,112,25,4,2,248,145,122,13,4,6,62,41,138,74,54,5,5,85,33,32,1,52,52,0,111,66,45,38,7,224,72,106,6,24,0,7,9,305,41,26,65,171,2,213,148,65,141,141,0
"E01006647",2011,"Liverpool 024C","Total",1168,33,3,0,3,30,25,3,0,2,86,50,43,1,6,0,21,15,139,71,47,21,0,64,14,14,0,50,50,0,92,57,35,35,0,185,19,101,14,14,4,21,12,295,29,43,48,175,0,240,182,58,34,34,0
"E01006648",2011,"Liverpool 023D","Total",1838,163,8,0,8,155,94,39,16,6,309,187,171,10,6,0,90,32,193,86,96,5,6,72,16,16,0,56,56,0,114,86,28,17,11,280,49,147,14,41,0,20,9,341,39,33,63,203,3,203,159,44,163,163,0
"E01006651",2011,"Liverpool 001A","Total",1523,161,53,0,53,108,49,43,11,5,446,266,235,15,16,0,135,45,208,137,37,15,19,191,49,49,0,142,142,0,152,68,84,79,5,186,36,66,19,38,0,15,12,140,3,8,101,26,2,17,12,5,22,22,0
"E01006652",2011,"Liverpool 002A","Total",1269,135,25,0,25,110,45,59,6,0,275,179,146,19,12,2,51,45,218,144,32,32,10,115,14,14,0,101,101,0,70,34,36,25,11,202,40,69,35,37,0,17,4,178,31,25,75,43,4,53,30,23,23,23,0
"E01006653",2011,"Liverpool 001B","Total",1233,60,16,0,16,44,32,12,0,0,272,148,119,15,14,0,86,38,173,93,59,16,5,119,33,33,0,86,86,0,90,59,31,30,1,175,29,72,10,44,2,7,11,214,45,19,67,79,4,110,73,37,20,20,0
"E01006654",2011,"Liverpool 005A","Total",1230,94,36,0,36,58,21,34,0,3,263,160,144,11,4,1,68,35,189,89,70,10,20,143,41,41,0,102,102,0,117,42,75,72,3,220,47,87,18,53,0,15,0,139,9,7,83,40,0,47,21,26,18,18,0
"E01006655",2011,"Liverpool 001C","Total",1408,149,39,0,39,110,78,25,7,0,309,206,191,11,4,0,62,41,143,80,38,25,0,158,33,33,0,125,125,0,134,65,69,67,2,252,55,116,29,38,0,12,2,169,8,14,74,73,0,82,48,34,12,12,0
"E01006656",2011,"Liverpool 002B","Total",1251,94,29,0,29,65,31,34,0,0,302,143,116,19,8,0,76,83,225,130,71,20,4,117,17,17,0,100,100,0,129,69,60,44,16,196,48,103,4,24,0,11,6,117,23,8,42,42,2,51,20,31,20,20,0
"E01006657",2011,"Liverpool 002C","Total",1000,49,24,0,24,25,12,11,2,0,204,106,87,11,8,0,57,41,191,97,43,41,10,92,32,32,0,60,60,0,86,56,30,30,0,199,56,76,23,29,0,9,6,85,12,7,39,27,0,83,48,35,11,11,0
"E01006658",2011,"Liverpool 001D","Total",1022,34,17,0,17,17,8,9,0,0,107,63,57,4,2,0,29,15,124,49,54,19,2,76,15,15,0,61,61,0,87,47,40,35,5,271,51,151,12,42,2,10,3,169,25,22,30,91,1,131,91,40,23,20,3
"E01006659",2011,"Liverpool 005B","Total",888,60,14,0,14,46,38,3,5,0,120,80,65,8,7,0,18,22,111,66,32,12,1,60,11,11,0,49,49,0,84,56,28,22,6,166,27,61,25,28,6,12,7,164,24,23,34,83,0,84,51,33,39,38,1
"E01006660",2011,"Liverpool 001E","Total",1128,47,7,0,7,40,12,19,9,0,217,155,144,7,0,4,44,18,160,80,35,27,18,138,26,26,0,112,112,0,108,69,39,36,3,228,35,120,7,46,0,10,10,156,25,15,51,65,0,65,36,29,9,9,0
"E01006661",2011,"Liverpool 004A","Total",1298,42,3,0,3,39,37,0,2,0,162,99,96,0,0,3,37,26,184,89,60,28,7,100,15,15,0,85,85,0,97,63,34,32,2,290,94,104,19,63,0,10,0,221,20,35,52,114,0,191,144,47,11,11,0
"E01006662",2011,"Liverpool 004B","Total",1270,55,13,0,13,42,20,11,6,5,206,129,124,3,2,0,59,18,191,101,66,24,0,113,9,9,0,104,104,0,107,51,56,51,5,224,32,116,21,30,0,11,14,225,25,20,62,116,2,129,73,56,20,20,0
"E01006663",2011,"Liverpool 004C","Total",983,62,15,0,15,47,41,5,1,0,160,98,80,16,2,0,41,21,169,90,48,17,14,76,20,20,0,56,56,0,72,18,54,47,7,203,43,64,29,40,0,16,11,160,8,18,56,74,4,78,53,25,3,3,0
"E01006664",2011,"Liverpool 004D","Total",1481,98,29,0,29,69,40,25,3,1,183,121,100,7,14,0,41,21,149,78,44,15,12,130,27,27,0,103,103,0,115,60,55,50,5,323,49,162,42,56,0,14,0,264,32,41,82,104,5,213,110,103,6,6,0
"E01006665",2011,"Liverpool 007A","Total",1428,110,15,0,15,95,51,37,7,0,386,224,191,18,11,4,113,49,250,125,78,23,24,189,70,70,0,119,116,3,108,54,54,45,9,194,51,83,9,39,0,7,5,137,16,7,78,36,0,42,26,16,12,12,0
"E01006666",2011,"Liverpool 007B","Total",1392,219,83,0,83,136,67,56,13,0,405,251,212,14,19,6,101,53,231,106,91,18,16,160,56,56,0,104,104,0,139,55,84,69,15,132,37,43,17,13,2,20,0,82,11,0,51,20,0,18,10,8,6,6,0
"E01006667",2011,"Liverpool 007C","Total",1190,100,35,0,35,65,33,30,2,0,232,149,132,9,2,6,61,22,137,81,30,22,4,160,30,30,0,130,130,0,125,64,61,53,8,191,60,92,6,17,0,9,7,162,26,5,64,66,1,76,56,20,7,7,0
"E01006668",2011,"Liverpool 007D","Total",1410,159,28,0,28,131,77,47,7,0,379,217,194,8,11,4,104,58,232,135,48,15,34,223,74,74,0,149,149,0,91,38,53,41,12,156,52,57,6,30,0,9,2,126,20,6,54,46,0,18,8,10,26,26,0
"E01006669",2011,"Liverpool 004E","Total",1345,179,33,0,33,146,76,44,22,4,284,158,121,27,6,4,79,47,188,98,71,13,6,210,76,76,0,134,134,0,101,40,61,57,4,155,39,65,4,35,0,12,0,147,5,17,82,43,0,50,33,17,31,31,0
"E01006670",2011,"Liverpool 007E","Total",1323,223,62,0,62,161,86,56,17,2,351,202,166,24,12,0,91,58,163,75,67,12,9,159,45,45,0,114,113,1,114,55,59,53,6,146,48,37,11,25,4,14,7,95,2,6,65,22,0,62,27,35,10,10,0
"E01006671",2011,"Liverpool 013D","Total",1134,134,36,0,36,98,63,24,3,8,327,187,165,13,9,0,96,44,90,36,34,8,12,190,100,100,0,90,90,0,61,29,32,27,5,105,27,45,18,10,0,4,1,150,17,12,74,47,0,55,25,30,22,22,0
"E01006672",2011,"Liverpool 010E","Total",1686,80,23,0,23,57,26,31,0,0,234,128,105,15,0,8,55,51,211,124,41,41,5,136,50,50,0,86,86,0,162,88,74,74,0,321,68,151,18,48,0,29,7,299,45,42,86,126,0,213,129,84,30,30,0
"E01006673",2011,"Liverpool 037D","Total",1708,100,12,0,12,88,45,27,12,4,270,189,136,21,28,4,51,30,114,61,35,16,2,117,45,45,0,72,72,0,115,57,58,56,2,281,88,151,6,18,0,12,6,187,29,20,14,124,0,345,238,107,179,179,0
"E01006674",2011,"Liverpool 039C","Total",1583,89,15,0,15,74,50,11,4,9,148,115,103,9,2,1,25,8,108,69,27,12,0,175,51,51,0,124,121,3,70,26,44,44,0,273,78,163,10,7,1,9,5,180,26,8,37,109,0,463,377,86,77,77,0
"E01006675",2011,"Liverpool 043C","Total",1565,239,35,0,35,204,150,33,17,4,376,297,220,22,49,6,62,17,140,71,49,18,2,130,37,37,0,93,91,2,121,54,67,62,5,186,56,94,9,5,0,17,5,90,16,15,11,47,1,156,102,54,127,127,0
"E01006676",2011,"Liverpool 044D","Total",1530,83,8,0,8,75,49,19,7,0,186,128,114,4,10,0,35,23,97,49,32,16,0,160,56,56,0,104,104,0,87,44,43,41,2,266,51,167,5,19,0,12,12,222,32,18,47,124,1,322,247,75,107,102,5
"E01006677",2011,"Liverpool 043D","Total",863,22,0,0,0,22,15,6,1,0,78,47,32,4,11,0,21,10,52,30,17,5,0,90,34,34,0,56,56,0,49,19,30,26,4,185,44,98,4,18,0,17,4,167,40,19,31,77,0,160,129,31,60,60,0
"E01006678",2011,"Liverpool 044E","Total",1757,95,15,0,15,80,60,17,3,0,264,207,174,5,22,6,43,14,170,92,35,35,8,152,30,30,0,122,122,0,134,67,67,57,10,286,88,123,15,30,0,16,14,256,45,28,41,142,0,292,208,84,108,108,0
"E01006679",2011,"Liverpool 039D","Total",1837,79,8,0,8,71,34,21,12,4,241,201,152,4,43,2,22,18,135,83,34,18,0,188,34,34,0,154,154,0,87,52,35,32,3,250,58,135,24,19,0,9,5,144,27,15,13,86,3,491,400,91,222,218,4
"E01006680",2011,"Liverpool 053B","Total",1241,267,44,0,44,223,137,53,33,0,329,202,158,25,15,4,79,48,163,109,45,4,5,146,45,45,0,101,101,0,135,46,89,80,9,126,44,48,3,10,0,8,13,54,7,0,21,26,0,14,7,7,7,7,0
"E01006681",2011,"Liverpool 054D","Total",1256,165,28,0,28,137,80,43,14,0,317,183,153,14,12,4,80,54,187,106,67,5,9,128,29,29,0,99,99,0,113,46,67,51,16,162,42,77,18,13,0,10,2,96,19,7,30,40,0,71,35,36,17,17,0
"E01006682",2011,"Liverpool 053C","Total",1026,291,71,4,67,220,116,78,26,0,345,254,192,40,22,0,52,39,127,73,41,10,3,100,18,18,0,82,82,0,52,21,31,27,4,54,6,22,0,18,0,8,0,51,14,4,21,12,0,3,3,0,3,3,0
"E01006683",2011,"Liverpool 053D","Total",1189,292,78,0,78,214,117,73,21,3,358,263,229,17,13,4,48,47,137,60,51,19,7,118,36,36,0,82,82,0,98,44,54,40,14,95,11,40,7,18,0,10,9,63,2,0,37,24,0,12,3,9,16,16,0
"E01006684",2011,"Liverpool 056B","Total",1772,485,97,0,97,388,237,98,52,1,523,372,269,59,44,0,85,66,252,151,90,11,0,145,55,55,0,90,90,0,104,62,42,41,1,149,18,66,21,26,0,15,3,58,8,2,26,22,0,32,9,23,24,24,0
"E01006685",2011,"Liverpool 056C","Total",1113,253,52,0,52,201,114,49,38,0,318,219,171,26,14,8,56,43,111,58,31,10,12,143,47,47,0,96,96,0,56,39,17,12,5,68,16,26,1,11,0,11,3,73,9,6,41,17,0,28,14,14,63,63,0
"E01006686",2011,"Liverpool 053E","Total",1127,147,25,0,25,122,75,41,6,0,357,234,206,14,13,1,58,65,175,109,40,11,15,101,30,30,0,71,71,0,117,53,64,59,5,128,32,47,1,17,0,24,7,61,9,0,31,16,5,10,8,2,31,31,0
"E01006687",2011,"Liverpool 056D","Total",1535,518,73,0,73,445,232,59,144,10,470,331,261,29,37,4,90,49,98,59,22,9,8,136,46,46,0,90,90,0,85,47,38,37,1,94,12,48,4,21,0,6,3,68,6,9,31,22,0,51,25,26,15,15,0
"E01006688",2011,"Liverpool 056E","Total",1223,212,44,0,44,168,103,40,19,6,362,270,201,38,30,1,41,51,139,74,48,9,8,108,27,27,0,81,81,0,75,43,32,28,4,164,52,54,17,23,0,7,11,96,12,5,43,36,0,45,21,24,22,22,0
"E01006689",2011,"Liverpool 049D","Total",1324,252,55,0,55,197,125,43,28,1,431,323,273,28,17,5,63,45,177,107,32,21,17,135,31,31,0,104,104,0,88,36,52,42,10,121,32,42,6,24,0,9,8,70,10,9,32,19,0,32,19,13,18,18,0
"E01006690",2011,"Liverpool 028A","Total",1296,69,12,0,12,57,40,7,10,0,205,140,126,1,13,0,44,21,132,71,40,15,6,88,12,12,0,76,76,0,84,49,35,33,2,238,54,115,24,33,0,12,0,180,26,13,39,101,1,186,125,61,114,114,0
"E01006691",2011,"Liverpool 030A","Total",1310,36,6,0,6,30,21,4,5,0,157,98,92,2,4,0,50,9,102,51,31,17,3,107,25,25,0,82,82,0,104,41,63,63,0,254,39,135,26,34,0,18,2,205,19,23,28,133,2,215,165,50,130,130,0
"E01006692",2011,"Liverpool 028B","Total",1885,83,8,0,8,75,38,27,3,7,299,190,147,24,18,1,60,49,214,123,67,23,1,210,52,52,0,158,158,0,152,91,61,44,17,313,83,156,23,32,0,11,8,283,46,42,60,135,0,275,166,109,56,56,0
"E01006693",2011,"Liverpool 024D","Total",1099,22,7,0,7,15,11,0,4,0,145,89,81,3,5,0,44,12,91,54,13,18,6,134,49,49,0,85,84,1,83,42,41,33,8,231,85,106,7,30,0,3,0,203,25,26,37,114,1,157,126,31,33,33,0
"E01006694",2011,"Liverpool 030B","Total",1633,43,1,0,1,42,31,4,3,4,220,160,144,10,4,2,37,23,189,76,84,26,3,76,30,30,0,46,46,0,98,64,34,31,3,362,66,219,20,41,0,4,12,284,33,29,43,178,1,244,155,89,117,117,0
"E01006695",2011,"Liverpool 028C","Total",1680,102,17,0,17,85,57,14,14,0,211,164,124,23,11,6,31,16,184,89,66,20,9,105,24,24,0,81,81,0,122,94,28,20,8,287,89,143,12,21,0,17,5,239,47,25,50,117,0,297,182,115,133,129,4
"E01006696",2011,"Liverpool 030C","Total",1527,38,13,0,13,25,12,8,5,0,276,197,183,11,0,3,33,46,144,84,19,36,5,86,18,18,0,68,68,0,128,92,36,30,6,315,65,155,18,44,0,26,7,223,41,21,30,131,0,180,134,46,137,136,1
"E01006697",2011,"Liverpool 030D","Total",1615,54,8,0,8,46,19,15,8,4,216,148,125,2,13,8,46,22,164,95,39,30,0,134,55,55,0,79,77,2,98,47,51,48,3,283,73,164,16,20,0,10,0,271,23,69,55,124,0,274,205,69,121,117,4
"E01006698",2011,"Liverpool 012D","Total",1487,49,15,0,15,34,12,17,0,5,244,131,110,21,0,0,70,43,228,118,78,28,4,116,25,25,0,91,91,0,130,67,63,59,4,326,118,116,19,43,0,18,12,249,33,21,84,108,3,121,72,49,24,24,0
