propid,price,lnprice,advance,age,bathroom,bedroom,buyage,centheat,chelec,chepart,chgas,chgpart,chnone,floorm2,ftbuyer,greastings,grnorthing,laarea,labad,lagood,lea,pdetach,pflat,psemi,pterrace,popdens,prkdouble,prknone,prksingle,prkspace,tenfree,tenlease
2019,215000,12,108000,71,1,3,36,1,0,0,1,0,0,135,0,540758,189622,0,0,0,317,0,0,1,0,22,0,0,1,0,1,0
2020,152500,12,137250,11,1,2,28,1,0,0,1,0,0,60,1,540763,169720,0,0,0,305,0,0,0,1,54,0,0,0,1,1,0
2021,135000,12,128250,101,1,2,26,1,0,0,1,0,0,71,1,540766,169785,0,0,0,305,0,0,0,1,54,0,1,0,0,1,0
2022,350000,13,180000,71,1,5,40,1,0,0,1,0,0,185,1,540771,192784,0,0,0,317,0,0,1,0,6,0,0,1,0,1,0
2023,117500,12,42500,8,1,2,36,1,0,0,1,0,0,71,0,540776,172059,0,0,0,209,0,0,0,1,32,0,0,0,1,1,0
2024,160000,12,85000,111,1,2,34,1,0,0,1,0,0,70,0,540789,177460,0,0,0,203,0,0,0,1,36,0,1,0,0,1,0
2025,101500,12,76125,31,1,2,29,2,1,0,0,0,0,58,1,540808,190778,0,0,0,317,0,1,0,0,35,0,0,1,0,0,1
2026,184000,12,60767,51,1,3,33,1,0,0,1,0,0,91,0,540834,189392,0,0,0,317,0,0,0,1,23,0,0,0,1,1,0
2027,87500,11,83000,71,1,2,30,1,0,0,1,0,0,60,1,540844,172069,0,0,0,209,0,1,0,0,58,0,1,0,0,0,1
2028,179995,12,161995,71,1,3,30,1,0,0,1,0,0,102,1,540852,190831,0,0,0,317,0,0,0,1,35,1,0,0,0,1,0
2029,185000,12,120000,111,1,2,28,1,0,0,1,0,0,92,0,540854,177279,0,0,0,203,0,0,0,1,49,0,1,0,0,1,0
2030,158000,12,59542,66,1,3,32,1,0,0,1,0,0,100,0,540881,191426,0,0,0,317,0,0,0,1,28,0,0,1,0,1,0
2031,195000,12,80827,71,1,3,32,1,0,0,1,0,0,110,0,540893,168870,0,0,0,305,0,0,0,1,19,0,0,0,1,1,0
2032,130000,12,117000,81,1,2,34,1,0,0,1,0,0,60,0,540898,191847,0,0,0,317,0,1,0,0,17,0,0,0,1,0,1
2033,130000,12,110500,101,1,2,35,1,0,0,1,0,0,71,0,540898,191847,0,0,0,317,0,1,0,0,17,0,0,0,1,0,1
2034,134000,12,110000,31,1,3,27,1,0,0,1,0,0,131,0,540918,158163,0,0,0,305,0,0,1,0,9,0,0,1,0,1,0
2035,65000,11,61700,131,1,1,31,1,0,0,1,0,0,52,1,540973,184133,0,0,0,316,0,1,0,0,58,0,1,0,0,1,0
2036,320000,13,170000,71,1,4,41,1,0,0,1,0,0,135,0,540983,169328,0,0,0,305,0,0,1,0,15,0,0,1,0,1,0
2037,193000,12,45000,71,1,3,49,1,0,0,1,0,0,106,0,541036,176418,0,0,0,203,0,0,1,0,20,0,0,1,0,1,0
2038,40000,11,38000,101,1,1,30,0,0,0,0,0,1,57,1,541099,181544,0,0,0,316,0,1,0,0,43,0,1,0,0,0,1
2039,100000,12,60400,101,1,2,28,6,0,1,0,0,0,58,1,541119,178108,0,0,0,203,0,1,0,0,66,0,1,0,0,0,1
2040,75000,11,63750,11,1,2,46,0,0,0,0,0,1,63,0,541127,183514,0,0,0,316,0,1,0,0,49,0,0,1,0,0,1
2041,299950,13,224950,71,1,4,37,1,0,0,1,0,0,155,0,541131,188022,0,0,0,317,0,0,1,0,3,0,0,0,1,1,0
2042,57950,11,27950,31,1,1,23,0,0,0,0,0,1,38,1,541134,190738,0,0,0,317,0,1,0,0,24,0,1,0,0,0,1
2043,102000,12,91800,16,1,1,27,1,0,0,1,0,0,44,1,541195,169502,0,0,0,305,0,1,0,0,52,0,1,0,0,0,1
2044,73000,11,61850,11,1,2,29,0,0,0,0,0,1,58,1,541204,183577,1,1,0,316,0,1,0,0,78,0,0,0,1,0,1
2045,79995,11,72250,101,1,3,40,1,0,0,1,0,0,54,1,541258,183524,0,0,0,316,0,1,0,0,78,0,1,0,0,0,1
2046,112000,12,106400,66,1,3,23,5,0,0,0,1,0,97,1,541261,172014,0,0,0,209,0,0,1,0,36,0,0,0,1,1,0
2047,68000,11,30000,46,1,2,42,1,0,0,1,0,0,69,1,541265,185059,0,0,0,316,0,1,0,0,65,0,1,0,0,0,1
2048,124950,12,45000,36,1,2,65,1,0,0,1,0,0,85,0,541281,168157,0,0,0,305,0,0,0,1,32,0,0,1,0,1,0
2049,249995,12,174000,101,1,3,40,1,0,0,1,0,0,122,0,541295,186820,0,0,0,317,0,0,0,1,31,0,0,0,1,1,0
2050,105000,12,72000,26,1,2,32,1,0,0,1,0,0,81,0,541297,187124,0,0,0,317,0,1,0,0,27,0,0,1,0,0,1
2051,135000,12,115000,51,1,3,27,1,0,0,1,0,0,123,1,541303,182693,0,0,0,316,0,0,0,1,67,0,0,1,0,1,0
2052,192000,12,31846,101,1,2,53,1,0,0,1,0,0,105,0,541332,169662,0,0,0,305,0,0,1,0,14,0,0,0,1,1,0
2053,93000,11,88000,21,1,1,29,1,0,0,1,0,0,51,1,541343,169475,0,0,0,305,0,1,0,0,52,0,0,0,1,0,1
2054,100000,12,20000,51,1,3,40,5,0,0,0,1,0,96,0,541369,171756,0,0,0,209,0,0,0,1,27,0,1,0,0,1,0
2055,146000,12,138500,101,1,3,27,1,0,0,1,0,0,88,1,541388,168301,0,0,0,305,0,0,0,1,26,0,1,0,0,1,0
2056,72000,11,62000,11,1,1,51,1,0,0,1,0,0,72,0,541495,185520,0,0,0,316,0,0,0,1,13,0,0,1,0,1,0
2057,82000,11,77900,71,1,2,26,1,0,0,1,0,0,75,1,541571,173699,1,0,1,203,0,1,0,0,10,0,1,0,0,0,1
2058,119000,12,91000,16,1,3,30,1,0,0,1,0,0,80,1,541634,181601,0,0,0,316,0,0,1,0,55,0,1,0,0,1,0
2059,108000,12,102000,31,1,2,26,1,0,0,1,0,0,105,1,541646,159077,0,0,0,305,0,0,0,1,21,0,0,1,0,1,0
2060,127000,12,57000,31,1,3,61,1,0,0,1,0,0,105,0,541683,158857,0,0,0,305,0,0,0,1,27,0,0,1,0,1,0
2061,97000,11,70000,101,1,2,32,1,0,0,1,0,0,92,0,541684,183989,0,0,0,316,0,0,0,1,65,0,1,0,0,1,0
2062,160000,12,76019,111,1,3,30,1,0,0,1,0,0,92,0,541773,167895,0,0,0,305,0,0,0,1,38,0,0,0,1,1,0
2063,128000,12,23402,141,1,2,30,1,0,0,1,0,0,60,0,541893,165093,0,0,0,305,0,0,0,1,9,0,1,0,0,1,0
2064,128000,12,50598,141,1,2,30,1,0,0,1,0,0,60,0,541893,165093,0,0,0,305,0,0,0,1,9,0,1,0,0,1,0
2065,98500,12,93575,51,1,2,26,1,0,0,1,0,0,77,1,541898,174137,0,0,0,203,0,0,0,1,29,0,1,0,0,1,0
2066,114995,12,109245,101,1,3,39,1,0,0,1,0,0,96,0,541903,183492,0,0,0,316,0,0,1,0,63,0,1,0,0,1,0
2067,95000,11,90250,101,1,2,46,1,0,0,1,0,0,87,1,541943,182805,0,0,0,316,0,0,0,1,55,0,1,0,0,1,0
2068,97500,11,87500,71,1,3,30,1,0,0,1,0,0,77,1,541968,175868,0,0,0,203,0,0,0,1,43,0,1,0,0,1,0
2069,225000,12,35000,66,1,3,49,1,0,0,1,0,0,164,0,541984,188559,0,0,0,317,0,0,1,0,13,0,0,0,1,1,0
2070,95995,11,84000,101,1,2,40,1,0,0,1,0,0,87,0,542091,183281,0,0,0,316,0,0,0,1,61,0,1,0,0,1,0
2071,125000,12,118750,101,1,3,35,1,0,0,1,0,0,106,1,542098,182885,0,0,0,316,0,0,0,1,48,0,1,0,0,1,0
2072,138000,12,76000,16,2,4,40,1,0,0,1,0,0,108,0,542104,181645,0,0,0,316,1,0,0,0,27,0,0,1,0,1,0
2073,150000,12,120000,101,1,3,30,1,0,0,1,0,0,88,0,542136,167773,0,0,0,305,0,0,1,0,45,0,1,0,0,1,0
2074,231000,12,69324,101,1,3,29,1,0,0,1,0,0,130,0,542206,178213,0,0,0,203,0,0,0,1,40,0,0,0,1,1,0
2075,248000,12,108000,33,2,4,44,1,0,0,1,0,0,205,0,542254,169931,0,0,0,305,0,0,0,1,8,0,0,1,0,1,0
2076,130000,12,48000,71,1,2,37,1,0,0,1,0,0,77,0,542305,191163,0,0,0,317,0,0,0,1,27,1,0,0,0,1,0
2077,140000,12,90000,66,1,3,39,1,0,0,1,0,0,106,1,542357,173232,1,1,0,203,0,0,1,0,17,0,0,1,0,1,0
2078,175000,12,50000,26,2,4,49,5,0,0,0,1,0,182,0,542373,158053,0,0,0,305,1,0,0,0,11,1,0,0,0,1,0
2079,65000,11,42000,21,1,1,34,1,0,0,1,0,0,54,0,542382,171877,0,0,0,305,0,1,0,0,53,0,1,0,0,0,1
2080,138000,12,80000,51,1,3,41,1,0,0,1,0,0,100,0,542385,191989,0,0,0,317,0,0,1,0,27,0,1,0,0,1,0
2081,98500,12,44909,31,1,2,26,2,1,0,0,0,0,73,0,542391,165948,0,0,0,305,0,1,0,0,13,0,0,1,0,0,1
2082,106950,12,100000,61,1,3,24,5,0,0,0,1,0,79,1,542402,172007,0,0,0,305,0,0,0,1,31,0,1,0,0,1,0
2083,74500,11,70775,8,1,1,35,2,1,0,0,0,0,38,1,542447,174816,0,0,0,203,0,1,0,0,23,0,0,0,1,0,1
2084,195000,12,105000,21,1,4,22,1,0,0,1,0,0,112,0,542476,191514,0,0,0,317,0,0,1,0,13,0,0,1,0,1,0
2085,138995,12,100000,86,1,3,31,1,0,0,1,0,0,137,0,542484,175688,0,0,0,203,0,0,0,1,23,0,1,0,0,1,0
2086,168000,12,50000,14,2,4,42,1,0,0,1,0,0,122,1,542484,181957,0,0,0,316,0,0,1,0,50,0,0,0,1,1,0
2087,171000,12,80032,16,1,4,29,1,0,0,1,0,0,145,0,542484,181957,0,0,0,316,0,0,1,0,50,0,0,1,0,1,0
2088,93995,11,89295,71,1,2,26,1,0,0,1,0,0,86,1,542497,182157,0,0,0,316,0,0,0,1,45,0,1,0,0,1,0
2089,149000,12,90000,66,1,3,39,1,0,0,1,0,0,104,0,542504,167448,0,0,0,305,0,0,0,1,23,0,0,1,0,1,0
2090,80000,11,75000,101,1,2,36,1,0,0,1,0,0,86,0,542570,180141,1,0,1,316,0,0,0,1,36,0,1,0,0,1,0
2091,105000,12,65000,16,1,2,35,1,0,0,1,0,0,66,0,542596,181072,0,0,0,316,0,0,0,1,12,0,0,0,1,1,0
2092,80000,11,60000,11,1,2,31,6,0,1,0,0,0,66,1,542619,180093,1,0,1,316,0,1,0,0,31,0,0,0,1,0,1
2093,99950,12,94950,51,1,1,27,1,0,0,1,0,0,48,1,542675,165973,0,0,0,305,0,1,0,0,25,0,1,0,0,0,1
2094,110000,12,102500,141,1,1,39,1,0,0,1,0,0,48,1,542678,176698,0,0,0,203,0,1,0,0,46,0,0,0,1,0,1
2095,97500,11,73125,101,1,2,33,1,0,0,1,0,0,84,1,542693,185418,0,0,0,316,0,0,0,1,59,0,1,0,0,1,0
2096,98500,12,80000,11,1,2,57,0,0,0,0,0,1,78,0,542699,181185,0,0,0,316,1,0,0,0,66,0,0,1,0,1,0
2097,174950,12,157455,151,1,3,32,1,0,0,1,0,0,127,1,542707,173872,0,0,0,203,0,1,0,0,8,0,0,1,0,0,1
2098,80000,11,35000,51,1,2,52,1,0,0,1,0,0,73,0,542709,172276,0,0,0,203,0,1,0,0,27,0,1,0,0,0,1
2099,98995,12,94000,36,1,3,27,1,0,0,1,0,0,90,1,542719,173415,0,0,0,203,0,1,0,0,7,0,0,1,0,0,1
2100,128000,12,108000,12,2,3,36,1,0,0,1,0,0,120,1,542729,181752,0,0,0,316,0,0,0,1,60,0,0,0,1,1,0
2101,128000,12,121600,101,1,3,29,1,0,0,1,0,0,100,1,542768,175337,0,0,0,203,0,0,0,1,31,0,0,0,1,1,0
2102,320000,13,101438,26,2,4,29,1,0,0,1,0,0,172,0,542780,170948,0,0,0,305,1,0,0,0,6,0,0,1,0,1,0
2103,86500,11,76500,16,1,2,27,1,0,0,1,0,0,55,1,542819,181175,0,0,0,316,0,0,0,1,54,0,1,0,0,1,0
2104,143000,12,60000,71,1,3,35,0,0,0,0,0,1,132,1,542838,188836,0,0,0,317,0,0,1,0,41,1,0,0,0,1,0
2105,145000,12,60000,71,1,3,35,0,0,0,0,0,1,132,1,542838,188836,0,0,0,317,0,0,1,0,41,1,0,0,0,1,0
2106,140000,12,133000,96,1,4,26,1,0,0,1,0,0,119,1,542894,184237,0,0,0,316,0,0,0,1,50,0,1,0,0,1,0
2107,151000,12,62678,101,1,3,37,1,0,0,1,0,0,102,0,542905,175662,0,0,0,203,0,0,0,1,47,0,1,0,0,1,0
2108,60000,11,45000,101,1,1,26,1,0,0,1,0,0,60,1,542963,186790,0,0,0,317,0,1,0,0,48,0,0,0,1,0,1
2109,289950,13,93566,31,2,5,33,1,0,0,1,0,0,199,0,542976,168538,0,0,0,305,0,0,0,1,3,0,0,1,0,1,0
2110,66500,11,53200,51,1,2,49,1,0,0,1,0,0,71,0,543011,182993,1,1,0,316,0,1,0,0,90,0,1,0,0,0,1
2111,134500,12,66038,71,1,3,27,1,0,0,1,0,0,105,0,543075,187023,0,0,0,317,0,0,1,0,50,0,0,0,1,1,0
2112,237500,12,155000,101,1,4,41,1,0,0,1,0,0,164,0,543126,187034,0,0,0,317,0,0,0,1,50,0,0,0,1,1,0
2113,208000,12,49000,71,1,4,29,1,0,0,1,0,0,150,0,543142,187823,0,0,0,317,0,0,0,1,37,0,0,0,1,1,0
2114,60000,11,40000,71,1,1,28,0,0,0,0,0,1,54,1,543160,185313,0,0,0,316,0,1,0,0,76,0,1,0,0,0,1
2115,200000,12,72000,71,2,3,30,1,0,0,1,0,0,144,0,543170,188121,0,0,0,317,0,0,0,1,27,0,0,0,1,1,0
2116,125000,12,76000,71,1,3,41,1,0,0,1,0,0,98,0,543198,183121,1,0,1,316,0,0,0,1,67,0,1,0,0,1,0
2117,65000,11,61750,71,1,2,30,1,0,0,1,0,0,70,1,543213,185097,0,0,0,316,0,1,0,0,73,0,1,0,0,0,1
2118,165000,12,105000,16,1,3,47,1,0,0,1,0,0,117,0,543225,176846,0,0,0,203,0,0,1,0,39,0,0,0,1,1,0
2119,95000,11,90000,101,1,2,26,1,0,0,1,0,0,88,1,543245,183399,0,0,0,316,0,0,0,1,45,0,1,0,0,1,0
2120,126000,12,43000,91,1,2,49,1,0,0,1,0,0,102,0,543268,176919,0,0,0,203,0,0,0,1,15,0,1,0,0,1,0
2121,114000,12,108300,51,1,3,46,1,0,0,1,0,0,110,0,543395,171772,0,0,0,203,0,0,0,1,28,0,1,0,0,1,0
2122,195000,12,66232,71,1,3,36,1,0,0,1,0,0,120,0,543422,189174,0,0,0,317,0,0,0,1,29,0,0,1,0,1,0
2123,90500,11,85975,46,1,2,27,1,0,0,1,0,0,52,1,543444,171456,0,0,0,203,0,1,0,0,26,0,1,0,0,0,1
2124,114950,12,81000,91,1,2,43,1,0,0,1,0,0,72,1,543456,186708,0,0,0,317,0,0,0,1,38,0,0,0,1,1,0
2125,149950,12,142452,21,1,2,25,1,0,0,1,0,0,50,1,543460,169686,0,0,0,305,0,1,0,0,15,0,0,1,0,0,1
2126,123500,12,60000,48,1,2,27,1,0,0,1,0,0,73,0,543505,169759,0,0,0,305,0,1,0,0,15,0,0,1,0,0,1
2127,160000,12,120000,111,1,2,54,1,0,0,1,0,0,60,0,543505,169759,0,0,0,305,0,0,0,1,15,0,1,0,0,1,0
2128,100000,12,90000,41,1,3,35,1,0,0,1,0,0,98,1,543545,181609,0,0,0,316,0,0,0,1,15,0,1,0,0,1,0
2129,84995,11,79995,11,1,1,27,2,1,0,0,0,0,51,0,543547,174145,0,0,0,203,0,1,0,0,4,0,0,0,1,0,1
2130,329000,13,150000,71,2,4,44,1,0,0,1,0,0,187,0,543551,189279,0,0,0,317,1,0,0,0,26,0,0,1,0,1,0
2131,135000,12,108000,29,1,3,50,1,0,0,1,0,0,116,0,543567,173781,0,0,0,203,0,0,0,1,4,0,0,1,0,1,0
2132,143500,12,136325,29,1,3,28,1,0,0,1,0,0,100,1,543567,173781,0,0,0,203,0,0,0,1,4,0,0,1,0,1,0
2133,76000,11,72200,41,1,2,29,0,0,0,0,0,1,64,1,543618,185428,0,0,0,317,0,1,0,0,51,0,1,0,0,0,1
2134,87000,11,81000,66,1,2,31,6,0,1,0,0,0,60,1,543644,171257,0,0,0,305,0,1,0,0,32,0,1,0,0,0,1
2135,268000,13,140000,102,2,5,36,1,0,0,1,0,0,204,0,543648,186944,0,0,0,317,0,0,1,0,30,0,1,0,0,1,0
2136,147000,12,115000,61,1,3,30,1,0,0,1,0,0,102,1,543674,188588,0,0,0,317,0,0,0,1,31,0,0,1,0,1,0
2137,89600,11,84600,31,1,2,25,1,0,0,1,0,0,65,1,543783,176548,0,0,0,203,0,1,0,0,22,0,0,1,0,0,1
2138,189000,12,145000,71,1,3,33,1,0,0,1,0,0,124,0,543804,172441,0,0,0,203,0,0,1,0,17,0,0,1,0,1,0
2139,156500,12,87000,71,1,3,28,1,0,0,1,0,0,114,1,543819,188599,0,0,0,317,0,0,0,1,31,0,0,0,1,1,0
2140,140000,12,120000,66,1,3,43,1,0,0,1,0,0,113,0,543825,172588,0,0,0,203,0,0,1,0,25,0,0,0,1,1,0
2141,149995,12,142495,71,1,3,25,1,0,0,1,0,0,113,1,543825,172588,0,0,0,203,0,0,1,0,25,0,0,0,1,1,0
2142,76995,11,70100,91,1,1,23,1,0,0,1,0,0,70,1,543830,186890,0,0,0,317,0,1,0,0,34,0,0,0,1,0,1
2143,253000,12,180000,66,2,4,30,1,0,0,1,0,0,154,0,543869,171321,0,0,0,305,0,0,1,0,28,0,0,1,0,1,0
2144,199995,12,139995,101,2,4,44,1,0,0,1,0,0,128,0,543875,186806,0,0,0,317,0,0,0,1,39,0,0,0,1,1,0
2145,92500,11,77500,101,1,2,25,1,0,0,1,0,0,78,1,543882,184790,0,0,0,301,0,0,0,1,48,0,1,0,0,1,0
2146,103000,12,75000,101,1,3,31,1,0,0,1,0,0,100,1,543915,178198,0,0,0,203,0,0,0,1,30,0,1,0,0,1,0
2147,328000,13,150000,41,2,4,45,1,0,0,1,0,0,141,0,543980,165622,0,0,0,305,1,0,0,0,15,0,0,1,0,1,0
2148,227000,12,150000,71,2,4,44,1,0,0,1,0,0,144,0,543983,189934,0,0,0,317,0,0,0,1,38,0,0,0,1,1,0
2149,135000,12,115000,101,2,3,28,1,0,0,1,0,0,114,1,544013,186147,0,0,0,317,0,0,0,1,34,0,0,0,1,1,0
2150,120000,12,100000,71,1,3,24,1,0,0,1,0,0,97,1,544105,185396,0,0,0,317,0,0,0,1,29,0,1,0,0,1,0
2151,82000,11,77900,31,1,2,29,1,0,0,1,0,0,90,1,544111,178337,0,0,0,203,0,0,0,1,36,0,1,0,0,1,0
2152,138500,12,93500,71,1,3,29,1,0,0,1,0,0,96,1,544132,187671,0,0,0,317,0,0,0,1,37,0,0,0,1,1,0
2153,148000,12,82294,101,1,3,36,1,0,0,1,0,0,114,0,544132,187671,0,0,0,317,0,0,0,1,37,0,1,0,0,1,0
2154,69995,11,66495,9,1,2,30,1,0,0,1,0,0,78,1,544141,178881,1,0,1,203,0,1,0,0,57,0,0,0,1,0,1
2155,105000,12,90000,101,2,3,43,1,0,0,1,0,0,85,0,544257,184632,0,0,0,301,0,0,0,1,59,0,1,0,0,1,0
2156,130500,12,118450,71,1,3,29,1,0,0,1,0,0,85,1,544270,188427,0,0,0,317,0,0,0,1,36,0,1,0,0,1,0
2157,250000,12,71000,0,2,4,32,1,0,0,1,0,0,165,0,544283,190410,0,0,0,317,1,0,0,0,19,0,0,1,0,1,0
2158,90000,11,70000,46,1,2,34,1,0,0,1,0,0,71,0,544290,171947,0,0,0,305,0,1,0,0,11,0,0,0,1,0,1
2159,160000,12,140000,101,1,3,40,1,0,0,1,0,0,110,0,544297,187434,0,0,0,317,0,0,0,1,40,0,0,1,0,1,0
2160,59000,11,56050,11,1,1,39,0,0,0,0,0,1,44,1,544351,184994,0,0,0,317,0,1,0,0,65,0,0,0,1,0,1
2161,91000,11,86450,31,1,2,35,6,0,1,0,0,0,64,1,544356,165887,0,0,0,305,0,1,0,0,31,0,0,1,0,0,1
2162,160000,12,100000,71,1,3,37,1,0,0,1,0,0,101,1,544408,188920,0,0,0,317,0,0,1,0,26,0,0,1,0,1,0
2163,63000,11,59850,101,1,2,29,1,0,0,1,0,0,75,1,544450,178296,0,0,0,203,0,1,0,0,39,0,1,0,0,0,1
2164,64995,11,61740,71,1,3,42,0,0,0,0,0,1,100,0,544468,184029,0,0,0,301,0,1,0,0,20,0,1,0,0,0,1
2165,49995,11,37496,41,1,1,40,1,0,0,1,0,0,47,1,544488,183990,0,0,0,301,0,1,0,0,20,0,1,0,0,0,1
2166,89995,11,60000,66,1,2,24,1,0,0,1,0,0,67,1,544543,188699,0,0,0,317,0,1,0,0,37,0,1,0,0,0,1
2167,136000,12,122400,101,1,3,37,1,0,0,1,0,0,103,0,544583,184702,0,0,0,301,0,0,0,1,56,0,1,0,0,1,0
2168,189995,12,78375,71,1,3,32,1,0,0,1,0,0,130,0,544682,167255,0,0,0,305,0,0,1,0,16,0,0,1,0,1,0
2169,215000,12,89585,71,1,5,28,1,0,0,1,0,0,175,0,544682,187999,0,0,0,317,0,0,0,1,27,0,0,1,0,1,0
2170,222000,12,60713,66,1,3,31,1,0,0,1,0,0,125,0,544798,174695,0,0,0,203,0,0,1,0,16,0,1,0,0,1,0
2171,116000,12,100000,67,1,3,26,1,0,0,1,0,0,95,1,544827,173062,0,0,0,303,0,0,0,1,20,0,0,1,0,1,0
2172,89995,11,80995,101,1,2,30,1,0,0,1,0,0,89,1,544884,178529,0,0,0,203,0,0,0,1,49,0,1,0,0,1,0
2173,123000,12,50000,81,1,3,37,1,0,0,1,0,0,89,0,544885,185781,0,0,0,317,0,0,0,1,37,0,1,0,0,1,0
2174,175000,12,95000,67,1,3,43,1,0,0,1,0,0,113,0,544910,173158,0,0,0,303,0,0,1,0,24,0,0,1,0,1,0
2175,148000,12,115000,71,1,3,39,1,0,0,1,0,0,128,0,544930,174329,0,0,0,203,0,0,1,0,39,0,1,0,0,1,0
2176,180000,12,162000,71,1,3,33,1,0,0,1,0,0,113,0,544940,186067,0,0,0,317,0,0,0,1,37,0,0,1,0,1,0
2177,59500,11,56525,101,1,1,53,0,0,0,0,0,1,71,1,544970,178230,0,0,0,203,0,1,0,0,68,0,1,0,0,0,1
2178,118000,12,106000,66,1,2,29,0,0,0,0,0,1,75,0,545025,172774,0,0,0,303,0,0,1,0,10,0,0,0,1,1,0
2179,262500,12,69398,66,2,4,38,1,0,0,1,0,0,158,0,545042,172640,0,0,0,303,0,0,1,0,20,0,0,1,0,1,0
2180,262500,12,69398,66,2,4,38,1,0,0,1,0,0,158,0,545042,172640,0,0,0,303,0,0,1,0,20,0,0,1,0,1,0
2181,262500,12,57102,66,2,4,38,1,0,0,1,0,0,158,0,545042,172640,0,0,0,303,0,0,1,0,20,0,0,1,0,1,0
2182,138795,12,80000,91,1,3,44,1,0,0,1,0,0,115,0,545069,187620,0,0,0,317,0,0,0,1,39,0,0,0,1,1,0
2183,185000,12,115000,41,1,3,40,1,0,0,1,0,0,127,0,545093,172180,0,0,0,303,0,0,1,0,16,0,0,1,0,1,0
2184,112995,12,101695,91,1,3,36,1,0,0,1,0,0,107,1,545099,177443,0,0,0,203,0,0,0,1,68,0,1,0,0,1,0
2185,69000,11,51000,5,1,2,27,0,0,0,0,0,1,60,1,545106,184198,0,0,0,301,0,1,0,0,34,0,1,0,0,0,1
2186,101000,12,90900,66,1,2,26,1,0,0,1,0,0,65,1,545112,192465,0,0,0,317,0,1,0,0,55,0,0,1,0,0,1
2187,93500,11,80000,41,1,2,23,1,0,0,1,0,0,64,1,545124,191411,0,0,0,317,0,1,0,0,4,0,1,0,0,0,1
2188,121500,12,80000,66,1,3,31,1,0,0,1,0,0,86,0,545149,175155,0,0,0,303,0,0,0,1,36,0,0,1,0,1,0
2189,83000,11,50000,46,1,2,42,1,0,0,1,0,0,63,1,545160,172003,0,0,0,303,0,1,0,0,45,0,0,1,0,0,1
2190,230000,12,200000,71,1,3,37,1,0,0,1,0,0,123,0,545161,167838,0,0,0,305,0,0,1,0,16,0,0,1,0,1,0
2191,103500,12,66000,101,1,2,34,1,0,0,1,0,0,111,1,545164,178251,0,0,0,203,0,0,0,1,44,0,0,1,0,1,0
2192,84995,11,80745,101,1,2,31,1,0,0,1,0,0,75,1,545176,183637,0,0,0,301,0,0,0,1,57,0,1,0,0,1,0
2193,93000,11,83000,101,1,3,24,1,0,0,1,0,0,98,1,545188,178022,0,0,0,203,0,0,0,1,12,0,1,0,0,1,0
2194,54000,11,48000,4,1,1,28,0,0,0,0,0,1,38,1,545213,184386,0,0,0,301,0,1,0,0,38,0,0,0,1,0,1
2195,123500,12,108000,101,1,3,26,1,0,0,1,0,0,87,1,545245,186505,0,0,0,317,0,0,0,1,40,0,1,0,0,1,0
2196,95995,11,91195,101,1,2,30,1,0,0,1,0,0,93,1,545249,178070,0,0,0,203,0,0,0,1,62,0,1,0,0,1,0
2197,108000,12,102600,121,1,2,29,1,0,0,1,0,0,74,1,545271,172196,0,0,0,303,0,0,0,1,45,0,1,0,0,1,0
2198,140000,12,120000,71,1,3,35,1,0,0,1,0,0,96,0,545306,184616,0,0,0,301,0,0,0,1,35,0,1,0,0,1,0
2199,92000,11,85500,101,1,2,32,1,0,0,1,0,0,89,1,545310,177556,0,0,0,203,0,0,0,1,28,0,1,0,0,1,0
2200,104000,12,57000,31,1,3,33,1,0,0,1,0,0,95,0,545322,192250,0,0,0,317,0,0,0,1,37,0,1,0,0,1,0
2201,60000,11,51000,31,1,1,38,2,1,0,0,0,0,53,0,545344,187001,0,0,0,317,0,1,0,0,34,0,1,0,0,0,1
2202,113000,12,86200,71,1,3,29,1,0,0,1,0,0,102,0,545360,177261,0,0,0,203,0,0,1,0,30,0,0,1,0,1,0
2203,119000,12,89250,31,1,3,31,1,0,0,1,0,0,77,0,545391,176670,0,0,0,303,0,0,0,1,26,0,0,1,0,1,0
2204,200000,12,150000,33,2,4,28,1,0,0,1,0,0,165,1,545393,165402,0,0,0,305,0,0,0,1,20,0,0,1,0,1,0
2205,114000,12,108300,66,1,3,25,1,0,0,1,0,0,87,1,545420,175248,0,0,0,303,0,0,0,1,22,0,0,1,0,1,0
2206,136000,12,90000,66,1,3,30,1,0,0,1,0,0,87,0,545437,173702,0,0,0,303,0,0,0,1,31,0,0,0,1,1,0
2207,59000,11,41000,71,1,1,21,1,0,0,1,0,0,56,1,545464,184132,0,0,0,301,0,1,0,0,39,0,1,0,0,0,1
2208,100000,12,85000,101,1,2,25,1,0,0,1,0,0,81,1,545477,186515,0,0,0,317,0,0,0,1,34,0,1,0,0,1,0
2209,87500,11,83125,101,1,2,29,1,0,0,1,0,0,107,1,545504,177682,0,0,0,203,0,0,0,1,31,0,1,0,0,1,0
2210,87500,11,67500,71,1,2,35,1,0,0,1,0,0,92,1,545510,178791,0,0,0,203,0,0,0,1,5,0,1,0,0,1,0
2211,140000,12,45000,71,2,4,34,1,0,0,1,0,0,141,1,545517,183667,0,0,0,301,0,0,1,0,26,0,1,0,0,1,0
2212,104000,12,93600,101,1,3,31,0,0,0,0,0,1,88,1,545551,186628,0,0,0,317,0,0,0,1,43,0,0,0,1,1,0
2213,70000,11,63000,66,1,2,26,1,0,0,1,0,0,95,1,545614,175163,0,0,0,303,0,1,0,0,22,0,0,0,1,0,1
