propid,price,lnprice,advance,age,bathroom,bedroom,buyage,centheat,chelec,chepart,chgas,chgpart,chnone,floorm2,ftbuyer,greastings,grnorthing,laarea,labad,lagood,lea,pdetach,pflat,psemi,pterrace,popdens,prkdouble,prknone,prksingle,prkspace,tenfree,tenlease
1824,140000,12,133000,101,1,1,30,1,0,0,1,0,0,70,0,537644,183000,0,0,0,211,0,1,0,0,12,0,1,0,0,0,1
1825,345000,13,235000,71,3,4,34,1,0,0,1,0,0,255,0,537648,170944,1,0,1,305,1,0,0,0,47,1,0,0,0,1,0
1826,105000,12,99750,9,1,1,27,1,0,0,1,0,0,45,1,537671,176696,1,1,0,203,0,1,0,0,92,0,0,0,1,1,0
1827,179000,12,47000,101,1,3,51,1,0,0,1,0,0,115,0,537671,192419,0,0,0,320,0,0,0,1,22,0,0,1,0,1,0
1828,92000,11,82000,71,1,2,32,1,0,0,1,0,0,72,0,537688,171376,1,0,1,209,0,0,0,1,31,0,1,0,0,1,0
1829,89000,11,80000,101,1,2,30,1,0,0,1,0,0,57,1,537729,188379,0,0,0,320,0,1,0,0,46,0,1,0,0,0,1
1830,115000,12,103500,49,1,3,37,1,0,0,1,0,0,83,1,537745,195758,0,0,0,320,0,0,0,1,33,0,1,0,0,1,0
1831,112000,12,100800,111,1,2,41,1,0,0,1,0,0,91,1,537749,186756,0,0,0,320,0,0,0,1,49,0,1,0,0,1,0
1832,129950,12,123000,16,1,2,25,0,0,0,0,0,1,54,1,537762,169687,0,0,0,305,0,1,0,0,54,0,0,1,0,0,1
1833,158000,12,27000,71,1,3,39,1,0,0,1,0,0,79,0,537818,194595,0,0,0,320,0,0,1,0,25,0,0,1,0,1,0
1834,158000,12,27000,71,1,3,39,1,0,0,1,0,0,79,0,537818,194595,0,0,0,320,0,0,1,0,25,0,0,1,0,1,0
1835,158000,12,138000,101,1,3,35,1,0,0,1,0,0,128,1,537838,175374,0,0,0,209,0,0,0,1,36,0,1,0,0,1,0
1836,112000,12,48000,41,1,3,60,0,0,0,0,0,1,90,0,537863,176583,1,1,0,203,0,0,0,1,44,0,1,0,0,1,0
1837,368750,13,132000,131,1,3,36,5,0,0,0,1,0,143,1,537928,177029,0,0,0,203,0,0,0,1,46,0,1,0,0,1,0
1838,370000,13,132000,131,1,3,36,5,0,0,0,1,0,143,1,537928,177029,0,0,0,203,0,0,0,1,46,0,1,0,0,1,0
1839,155000,12,80000,11,1,2,55,6,0,1,0,0,0,52,0,537961,179362,0,0,0,211,0,1,0,0,6,0,0,0,1,0,1
1840,60000,11,50000,101,1,1,30,1,0,0,1,0,0,60,1,537983,173617,0,0,0,209,0,1,0,0,47,0,1,0,0,0,1
1841,140000,12,105000,18,2,2,28,1,0,0,1,0,0,92,1,538007,169832,0,0,0,305,0,1,0,0,39,0,0,1,0,0,1
1842,181000,12,58000,101,1,3,30,1,0,0,1,0,0,106,0,538020,188684,0,0,0,320,0,0,0,1,47,0,1,0,0,1,0
1843,125000,12,105000,41,1,3,34,0,0,0,0,0,1,113,0,538024,169493,0,0,0,305,0,1,0,0,43,0,0,1,0,0,1
1844,200000,12,150000,66,1,3,34,0,0,0,0,0,1,135,0,538043,166188,0,0,0,305,0,0,1,0,24,0,0,1,0,1,0
1845,145000,12,128250,101,1,2,31,1,0,0,1,0,0,65,1,538085,188659,0,0,0,320,0,0,0,1,68,0,1,0,0,1,0
1846,238000,12,45000,71,1,3,54,1,0,0,1,0,0,116,0,538092,165803,0,0,0,305,0,0,1,0,22,0,0,1,0,1,0
1847,98000,11,50000,51,1,3,46,1,0,0,1,0,0,100,0,538113,163432,1,0,1,306,0,0,0,1,22,0,0,0,1,1,0
1848,79995,11,75995,101,1,1,32,1,0,0,1,0,0,52,1,538131,186976,0,0,0,320,0,1,0,0,42,0,1,0,0,0,1
1849,75000,11,62000,41,1,1,40,0,0,0,0,0,1,42,0,538146,169376,0,0,0,305,0,1,0,0,43,0,0,1,0,0,1
1850,305000,13,82500,91,1,4,38,1,0,0,1,0,0,160,0,538165,194082,0,0,0,320,1,0,0,0,16,0,0,1,0,0,1
1851,99000,12,79000,101,1,2,31,1,0,0,1,0,0,73,1,538187,174285,0,0,0,209,0,1,0,0,58,0,1,0,0,0,1
1852,138000,12,93000,101,1,3,33,1,0,0,1,0,0,94,1,538188,187819,0,0,0,320,0,0,0,1,46,0,1,0,0,1,0
1853,120000,12,108000,101,1,3,30,1,0,0,1,0,0,86,1,538209,190425,0,0,0,320,0,0,0,1,55,0,1,0,0,1,0
1854,170000,12,85000,66,1,3,45,1,0,0,1,0,0,104,0,538237,192975,0,0,0,320,0,0,1,0,10,0,0,0,1,1,0
1855,79995,11,76000,101,1,2,33,1,0,0,1,0,0,62,1,538239,173659,0,0,0,209,0,1,0,0,51,0,1,0,0,0,1
1856,100000,12,95000,21,1,1,30,1,0,0,1,0,0,47,0,538265,179826,0,0,0,211,0,1,0,0,37,0,1,0,0,0,1
1857,150000,12,65000,96,2,3,39,1,0,0,1,0,0,122,0,538307,174054,0,0,0,209,0,0,1,0,29,0,1,0,0,1,0
1858,160000,12,144000,101,1,2,26,1,0,0,1,0,0,90,1,538310,175986,0,0,0,209,0,1,0,0,39,0,1,0,0,1,0
1859,140000,12,133000,101,1,3,33,1,0,0,1,0,0,116,1,538400,189123,0,0,0,320,0,0,0,1,39,0,1,0,0,1,0
1860,80000,11,70000,8,1,1,25,2,1,0,0,0,0,48,1,538414,181141,1,0,1,211,0,1,0,0,39,0,0,0,1,0,1
1861,120000,12,37030,101,1,3,32,1,0,0,1,0,0,105,0,538423,191283,0,0,0,320,0,0,0,1,39,0,1,0,0,1,0
1862,78000,11,48000,12,1,1,55,1,0,0,1,0,0,50,0,538442,172908,0,0,0,209,0,1,0,0,41,0,0,0,1,0,1
1863,125000,12,88000,41,1,3,47,1,0,0,1,0,0,94,1,538449,190814,0,0,0,320,0,0,1,0,22,0,0,0,1,1,0
1864,115000,12,103500,31,1,2,38,1,0,0,1,0,0,70,1,538470,176715,0,0,0,209,1,0,0,0,49,0,0,0,1,0,1
1865,92000,11,85000,101,1,3,28,1,0,0,1,0,0,70,0,538470,186663,0,0,0,320,0,1,0,0,61,0,0,0,1,0,1
1866,425000,13,200000,163,2,3,38,1,0,0,1,0,0,160,0,538474,177291,0,0,0,203,0,0,0,1,39,0,1,0,0,1,0
1867,94950,11,88950,101,1,2,31,1,0,0,1,0,0,74,1,538494,187128,0,0,0,320,0,1,0,0,64,0,1,0,0,0,1
1868,210000,12,122000,65,1,3,35,1,0,0,1,0,0,91,0,538503,176540,0,0,0,209,0,1,0,0,46,0,1,0,0,0,1
1869,129995,12,110000,71,2,3,33,1,0,0,1,0,0,102,0,538505,162392,0,0,0,306,0,0,0,1,25,0,0,0,1,0,1
1870,112500,12,106875,101,1,2,28,1,0,0,1,0,0,71,1,538547,174321,0,0,0,209,0,1,0,0,55,0,1,0,0,0,1
1871,139000,12,120000,101,1,3,35,1,0,0,1,0,0,95,1,538561,171376,1,0,1,209,0,0,0,1,12,0,1,0,0,1,0
1872,83500,11,64000,101,1,2,29,1,0,0,1,0,0,68,1,538578,186850,0,0,0,320,0,1,0,0,101,0,1,0,0,0,1
1873,132000,12,125400,71,1,3,40,0,0,0,0,0,1,114,1,538627,172763,0,0,0,209,0,0,0,1,33,0,0,0,1,1,0
1874,94000,11,89300,101,1,3,29,1,0,0,1,0,0,64,1,538629,187137,0,0,0,320,0,1,0,0,90,0,1,0,0,0,1
1875,109000,12,94000,101,1,2,34,1,0,0,1,0,0,72,1,538632,191123,0,0,0,320,0,1,0,0,26,0,0,0,1,0,1
1876,70950,11,63855,101,1,1,38,1,0,0,1,0,0,47,1,538664,174685,0,0,0,209,0,1,0,0,35,0,0,0,1,0,1
1877,167000,12,5000,101,1,3,48,1,0,0,1,0,0,113,0,538678,187081,0,0,0,320,0,0,0,1,65,0,1,0,0,1,0
1878,167000,12,110000,101,1,3,48,1,0,0,1,0,0,113,0,538678,187081,0,0,0,320,0,0,0,1,65,0,1,0,0,1,0
1879,187500,12,168750,111,1,2,28,1,0,0,1,0,0,63,0,538685,176130,0,0,0,209,0,1,0,0,37,0,1,0,0,0,1
1880,305000,13,140000,13,2,5,39,1,0,0,1,0,0,148,0,538685,178936,0,0,0,211,0,0,0,1,75,0,0,0,1,1,0
1881,133000,12,126350,101,1,3,28,5,0,0,0,1,0,112,1,538703,187140,0,0,0,320,0,0,0,1,48,0,1,0,0,1,0
1882,105000,12,99750,41,1,2,36,1,0,0,1,0,0,76,1,538719,174396,0,0,0,209,0,1,0,0,36,0,0,1,0,0,1
1883,165000,12,148500,51,1,3,33,1,0,0,1,0,0,94,0,538729,190532,0,0,0,320,0,0,1,0,25,0,0,1,0,1,0
1884,132000,12,34432,51,1,3,39,1,0,0,1,0,0,73,0,538738,171724,0,0,0,209,0,0,1,0,28,1,0,0,0,1,0
1885,230000,12,79995,101,2,3,35,1,0,0,1,0,0,101,0,538760,175952,0,0,0,209,0,0,0,1,37,0,0,1,0,1,0
1886,157500,12,132500,91,1,3,27,1,0,0,1,0,0,94,1,538794,187227,0,0,0,320,0,0,0,1,61,0,1,0,0,1,0
1887,310500,13,60386,71,1,4,30,1,0,0,1,0,0,140,0,538832,168516,0,0,0,305,0,0,1,0,11,0,0,1,0,1,0
1888,104950,12,10000,101,1,1,51,1,0,0,1,0,0,52,0,538897,169059,0,0,0,305,0,1,0,0,42,0,1,0,0,0,1
1889,380000,13,304000,91,2,4,36,1,0,0,1,0,0,222,0,538947,194788,0,0,0,320,0,0,1,0,18,0,0,0,1,1,0
1890,237500,12,192500,101,1,1,25,0,0,0,0,0,1,85,0,538969,177814,0,0,0,203,0,1,0,0,44,0,1,0,0,0,1
1891,101000,12,87000,71,1,2,26,1,0,0,1,0,0,86,1,538979,189089,0,0,0,320,0,1,0,0,3,0,1,0,0,0,1
1892,167000,12,118000,71,1,3,30,1,0,0,1,0,0,92,0,538988,194023,0,0,0,320,0,0,0,1,18,0,1,0,0,1,0
1893,165000,12,58977,31,1,3,34,1,0,0,1,0,0,98,0,538992,178264,0,0,0,203,0,0,0,1,63,0,1,0,0,1,0
1894,93000,11,79000,101,1,1,29,1,0,0,1,0,0,50,1,539005,174700,0,0,0,209,0,1,0,0,38,0,1,0,0,0,1
1895,78000,11,68003,101,1,1,32,0,0,0,0,0,1,63,0,539008,173508,0,0,0,209,0,1,0,0,38,0,1,0,0,0,1
1896,101000,12,80750,41,1,2,58,1,0,0,1,0,0,91,0,539015,169503,0,0,0,305,0,1,0,0,25,0,0,1,0,0,1
1897,120000,12,113000,31,1,2,23,1,0,0,1,0,0,93,1,539016,170780,0,0,0,209,0,0,0,1,44,0,1,0,0,1,0
1898,112000,12,106000,36,1,3,30,1,0,0,1,0,0,95,1,539028,183649,0,0,0,316,0,0,0,1,24,0,1,0,0,1,0
1899,127500,12,120000,101,1,2,27,1,0,0,1,0,0,69,1,539029,184061,0,0,0,316,0,0,0,1,19,0,1,0,0,1,0
1900,85000,11,79000,51,1,2,28,1,0,0,1,0,0,77,1,539051,161553,1,0,1,306,0,1,0,0,26,0,1,0,0,0,1
1901,66995,11,63645,41,1,1,32,1,0,0,1,0,0,52,1,539063,183984,1,1,0,316,0,1,0,0,71,0,1,0,0,0,1
1902,145000,12,125000,101,1,3,34,1,0,0,1,0,0,102,0,539064,173240,0,0,0,209,0,0,0,1,34,0,1,0,0,1,0
1903,120000,12,114000,101,1,1,29,1,0,0,1,0,0,64,0,539064,174965,0,0,0,209,0,1,0,0,49,0,1,0,0,0,1
1904,93500,11,88825,0,1,1,22,1,0,0,1,0,0,60,1,539094,187562,0,0,0,320,0,0,0,1,39,0,0,0,1,1,0
1905,84500,11,80275,111,1,1,27,1,0,0,1,0,0,54,0,539112,175205,0,0,0,209,0,1,0,0,55,0,1,0,0,0,1
1906,145000,12,130500,101,1,2,37,1,0,0,1,0,0,97,1,539116,174613,0,0,0,209,0,0,0,1,27,0,1,0,0,1,0
1907,104000,12,98800,43,1,2,27,1,0,0,1,0,0,80,1,539147,176064,0,0,0,209,0,1,0,0,32,0,1,0,0,0,1
1908,124000,12,117800,101,1,2,26,1,0,0,1,0,0,84,1,539154,186719,0,0,0,320,0,0,0,1,69,0,1,0,0,1,0
1909,250000,12,225000,101,1,5,37,1,0,0,1,0,0,131,0,539159,174813,0,0,0,209,0,0,0,1,32,0,1,0,0,1,0
1910,86000,11,64500,51,1,2,31,0,0,0,0,0,1,50,1,539167,193607,0,0,0,320,0,1,0,0,28,0,0,1,0,1,0
1911,122950,12,107950,111,1,1,32,1,0,0,1,0,0,56,1,539180,175380,0,0,0,209,0,1,0,0,41,0,0,0,1,0,1
1912,127000,12,107950,121,1,2,40,1,0,0,1,0,0,61,0,539180,175380,0,0,0,209,0,1,0,0,41,0,0,0,1,0,1
1913,210000,12,90000,101,1,4,29,1,0,0,1,0,0,135,0,539189,187647,0,0,0,320,0,0,0,1,41,0,1,0,0,1,0
1914,245000,12,125000,101,1,3,32,1,0,0,1,0,0,127,0,539192,177940,0,0,0,203,0,0,0,1,53,0,1,0,0,1,0
1915,82000,11,70000,36,1,2,28,6,0,1,0,0,0,67,1,539227,170774,1,1,0,209,0,1,0,0,15,0,0,1,0,0,1
1916,71000,11,67450,101,1,1,27,1,0,0,1,0,0,55,1,539228,185859,0,0,0,320,0,1,0,0,65,0,1,0,0,0,1
1917,84000,11,69000,111,1,1,32,1,0,0,1,0,0,68,1,539230,187039,0,0,0,320,0,1,0,0,19,0,1,0,0,0,1
1918,186000,12,167400,44,1,2,26,1,0,0,1,0,0,72,1,539257,175910,0,0,0,209,0,1,0,0,26,0,1,0,0,0,1
1919,250000,12,130000,101,1,4,35,1,0,0,1,0,0,125,0,539265,174720,0,0,0,209,0,0,0,1,32,0,1,0,0,1,0
1920,107000,12,100650,22,1,2,23,0,0,0,0,0,1,71,1,539279,167839,0,0,0,305,0,1,0,0,17,0,0,0,1,0,1
1921,250000,12,60000,61,2,4,53,5,0,0,0,1,0,222,0,539280,164778,0,0,0,305,1,0,0,0,10,0,0,1,0,1,0
1922,122000,12,109678,101,1,2,27,1,0,0,1,0,0,64,1,539318,184392,0,0,0,316,0,0,0,1,82,0,1,0,0,1,0
1923,240000,12,36003,121,1,2,42,1,0,0,1,0,0,106,0,539320,175592,0,0,0,209,0,1,0,0,39,0,1,0,0,0,1
1924,85000,11,80750,51,1,2,42,1,0,0,1,0,0,52,0,539365,185198,1,1,0,316,0,1,0,0,44,0,1,0,0,0,1
1925,149995,12,22000,41,1,2,52,1,0,0,1,0,0,70,0,539397,175675,0,0,0,209,0,1,0,0,25,0,1,0,0,0,1
1926,89950,11,80955,101,1,1,33,1,0,0,1,0,0,59,1,539421,169411,0,0,0,305,0,1,0,0,34,0,1,0,0,0,1
1927,170000,12,125000,13,2,2,54,1,0,0,1,0,0,92,0,539432,170260,0,0,0,305,0,1,0,0,17,0,0,1,0,0,1
1928,92500,11,86500,14,1,2,27,2,1,0,0,0,0,57,1,539466,187253,0,0,0,320,0,1,0,0,51,0,0,0,1,0,1
1929,113000,12,105000,101,1,3,25,1,0,0,1,0,0,111,1,539469,186288,1,1,0,320,0,0,0,1,55,0,1,0,0,1,0
1930,86500,11,68200,41,1,3,36,1,0,0,1,0,0,93,1,539471,183813,0,0,0,316,0,1,0,0,31,0,1,0,0,0,1
1931,104000,12,98800,61,1,3,48,1,0,0,1,0,0,108,0,539475,182194,1,0,1,316,0,0,0,1,60,0,1,0,0,1,0
1932,149950,12,142450,71,1,3,29,1,0,0,1,0,0,80,1,539488,175921,0,0,0,209,0,1,0,0,47,0,1,0,0,0,1
1933,126500,12,115500,111,1,2,27,1,0,0,1,0,0,60,1,539510,174686,0,0,0,209,0,1,0,0,42,0,1,0,0,0,1
1934,87500,11,74375,121,1,2,37,1,0,0,1,0,0,54,0,539524,186317,1,1,0,320,0,1,0,0,55,0,1,0,0,0,1
1935,150000,12,142500,101,1,3,27,1,0,0,1,0,0,119,1,539584,184033,0,0,0,316,0,0,0,1,60,0,1,0,0,1,0
1936,85000,11,76500,101,1,2,28,1,0,0,1,0,0,51,0,539588,185987,0,0,0,320,0,1,0,0,68,0,1,0,0,0,1
1937,98000,11,73500,71,1,1,42,1,0,0,1,0,0,58,0,539607,173958,0,0,0,209,0,1,0,0,24,0,1,0,0,0,1
1938,250000,12,200000,32,1,3,34,1,0,0,1,0,0,135,1,539623,175483,0,0,0,209,0,0,0,1,22,0,0,1,0,1,0
1939,255000,12,200000,32,1,3,34,1,0,0,1,0,0,135,1,539623,175483,0,0,0,209,0,0,0,1,22,0,0,1,0,1,0
1940,187500,12,72326,71,1,3,30,1,0,0,1,0,0,115,0,539625,174034,0,0,0,209,0,0,1,0,24,0,0,1,0,1,0
1941,105000,12,61585,101,1,3,54,1,0,0,1,0,0,97,1,539653,185918,0,0,0,320,0,0,0,1,67,0,1,0,0,1,0
1942,73000,11,65700,10,1,1,25,2,1,0,0,0,0,51,1,539673,173352,0,0,0,209,0,1,0,0,33,0,0,0,1,0,1
1943,423000,13,317000,100,2,5,36,1,0,0,1,0,0,195,0,539686,177739,0,0,0,203,0,0,0,1,35,0,1,0,0,1,0
1944,153950,12,117500,31,1,3,28,1,0,0,1,0,0,115,1,539688,169804,0,0,0,305,0,0,0,1,39,0,0,1,0,1,0
1945,116000,12,80000,51,1,2,27,6,0,1,0,0,0,74,1,539688,169804,0,0,0,305,0,1,0,0,39,0,0,1,0,0,1
1946,112000,12,100800,101,1,2,27,1,0,0,1,0,0,71,1,539688,175066,0,0,0,209,0,1,0,0,38,0,1,0,0,0,1
1947,69995,11,40000,21,1,1,52,0,0,0,0,0,1,46,0,539689,184771,1,1,0,316,0,1,0,0,104,0,0,0,1,0,1
1948,130000,12,35000,51,1,3,49,1,0,0,1,0,0,93,0,539712,184274,0,0,0,316,0,0,0,1,6,0,1,0,0,1,0
1949,269950,13,240000,101,1,3,31,1,0,0,1,0,0,118,1,539742,178044,0,0,0,203,0,0,0,1,53,0,1,0,0,1,0
1950,86000,11,81700,71,1,2,39,1,0,0,1,0,0,80,1,539745,172096,1,0,1,209,0,0,0,1,51,0,0,0,1,1,0
1951,215000,12,30000,101,1,2,56,1,0,0,1,0,0,100,0,539777,178141,0,0,0,203,0,0,0,1,23,0,1,0,0,1,0
1952,106000,12,100700,101,1,2,23,1,0,0,1,0,0,73,1,539778,190621,0,0,0,317,0,1,0,0,36,0,1,0,0,0,1
1953,155000,12,37521,61,1,2,26,5,0,0,0,1,0,78,0,539789,164589,0,0,0,305,0,0,1,0,8,0,0,0,1,1,0
1954,98000,11,88000,71,1,2,29,1,0,0,1,0,0,68,0,539810,171926,1,0,1,209,0,0,0,1,54,0,0,0,1,1,0
1955,159000,12,110000,101,1,2,28,1,0,0,1,0,0,86,0,539837,168965,0,0,0,305,0,0,1,0,39,0,1,0,0,1,0
1956,99995,12,94950,11,1,1,30,6,0,1,0,0,0,43,0,539862,168542,0,0,0,305,0,1,0,0,30,0,0,0,1,0,1
1957,371000,13,247000,41,2,4,35,1,0,0,1,0,0,184,0,539872,189206,0,0,0,317,1,0,0,0,23,0,0,1,0,1,0
1958,98500,12,50000,41,1,1,29,1,0,0,1,0,0,58,0,539887,177473,0,0,0,203,0,1,0,0,71,0,0,0,1,0,1
1959,149995,12,50740,101,1,3,30,1,0,0,1,0,0,72,0,539909,192186,0,0,0,320,0,0,0,1,5,0,1,0,0,1,0
1960,115000,12,109250,11,1,1,24,1,0,0,1,0,0,96,1,539911,166069,0,0,0,305,0,0,0,1,14,0,0,1,0,1,0
1961,105000,12,75000,34,1,2,29,1,0,0,1,0,0,85,0,539924,190529,0,0,0,317,0,1,0,0,24,0,0,1,0,0,1
1962,108000,12,75000,34,1,2,29,1,0,0,1,0,0,85,0,539924,190529,0,0,0,317,0,1,0,0,24,0,0,1,0,0,1
1963,77000,11,66000,71,1,1,39,1,0,0,1,0,0,41,0,539938,170079,0,0,0,305,0,1,0,0,62,0,1,0,0,0,1
1964,67500,11,51000,26,1,2,27,6,0,1,0,0,0,64,1,539960,184872,0,0,0,316,0,1,0,0,50,0,0,0,1,0,1
1965,189950,12,160000,71,1,3,29,1,0,0,1,0,0,98,0,539964,164841,0,0,0,305,0,0,1,0,13,0,0,1,0,1,0
1966,96000,11,86000,66,1,2,32,1,0,0,1,0,0,72,1,539977,169059,0,0,0,305,0,1,0,0,14,0,0,1,0,0,1
1967,130000,12,117000,111,1,2,32,1,0,0,1,0,0,100,1,539981,173582,0,0,0,209,0,0,0,1,17,0,1,0,0,1,0
1968,122500,12,104125,71,1,2,32,1,0,0,1,0,0,72,1,540047,190087,0,0,0,317,0,0,1,0,82,0,0,0,1,0,1
1969,113000,12,107350,121,1,1,41,1,0,0,1,0,0,70,0,540064,174613,0,0,0,209,0,1,0,0,56,0,1,0,0,0,1
1970,109000,12,103550,101,1,2,32,1,0,0,1,0,0,85,0,540106,173679,0,0,0,209,0,1,0,0,42,0,0,0,1,0,1
1971,166000,12,142000,41,1,2,28,1,0,0,1,0,0,65,1,540150,175662,0,0,0,203,0,1,0,0,28,0,1,0,0,0,1
1972,120000,12,108000,41,1,3,26,1,0,0,1,0,0,95,1,540154,174618,0,0,0,209,0,0,0,1,56,0,1,0,0,0,1
1973,117500,12,111625,141,1,1,30,1,0,0,1,0,0,61,1,540155,189442,0,0,0,317,0,1,0,0,30,0,0,0,1,0,1
1974,60000,11,57000,41,1,1,29,0,0,0,0,0,1,65,0,540163,174884,1,1,0,203,0,1,0,0,34,0,1,0,0,0,1
1975,132000,12,111400,31,1,2,28,1,0,0,1,0,0,75,0,540168,177084,0,0,0,203,0,1,0,0,38,0,0,1,0,0,1
1976,260000,12,210000,71,1,4,29,1,0,0,1,0,0,140,0,540169,191116,0,0,0,317,0,0,1,0,25,0,1,0,0,1,0
1977,54950,11,52203,51,1,2,31,1,0,0,1,0,0,81,1,540209,189756,0,0,0,317,0,0,1,0,36,0,0,0,1,1,0
1978,107000,12,101650,111,1,2,25,1,0,0,1,0,0,58,1,540214,173626,0,0,0,209,0,1,0,0,71,0,0,0,1,0,1
1979,82000,11,45000,15,1,1,42,1,0,0,1,0,0,46,0,540294,173511,0,0,0,209,0,1,0,0,41,0,0,0,1,0,1
1980,82000,11,73800,16,1,1,29,1,0,0,1,0,0,46,1,540294,173511,0,0,0,209,0,1,0,0,41,0,0,0,1,0,1
1981,179950,12,161950,51,1,3,38,1,0,0,1,0,0,124,0,540319,166549,0,0,0,305,0,0,1,0,21,0,0,1,0,1,0
1982,179950,12,134950,71,1,2,29,1,0,0,1,0,0,88,0,540319,166549,0,0,0,305,0,0,1,0,21,0,0,1,0,1,0
1983,155000,12,128000,71,1,3,53,1,0,0,1,0,0,101,0,540319,173992,0,0,0,209,0,0,0,1,21,0,1,0,0,1,0
1984,86000,11,81700,81,1,1,29,0,0,0,0,0,1,60,1,540358,187848,0,0,0,317,0,1,0,0,17,0,0,0,1,0,1
1985,279995,13,94407,96,1,4,34,1,0,0,1,0,0,180,0,540397,190354,0,0,0,317,0,0,1,0,14,0,0,1,0,1,0
1986,130000,12,72000,101,1,2,29,1,0,0,1,0,0,78,1,540404,188987,0,0,0,317,0,1,0,0,56,0,0,0,1,0,1
1987,84750,11,80500,121,1,1,25,1,0,0,1,0,0,42,1,540404,188987,0,0,0,317,0,1,0,0,56,0,1,0,0,0,1
1988,71000,11,61600,101,1,1,28,0,0,0,0,0,1,50,1,540414,178256,0,0,0,203,0,1,0,0,44,0,1,0,0,0,1
1989,72050,11,61600,101,1,1,28,0,0,0,0,0,1,50,1,540414,178256,0,0,0,203,0,1,0,0,44,0,1,0,0,0,1
1990,117500,12,102815,101,2,2,28,1,0,0,1,0,0,66,1,540417,170093,0,0,0,305,0,1,0,0,33,0,0,0,1,0,1
1991,162000,12,132000,31,1,3,32,1,0,0,1,0,0,122,0,540430,191264,0,0,0,317,0,0,1,0,27,0,0,1,0,1,0
1992,215000,12,100000,66,1,4,36,1,0,0,1,0,0,152,0,540435,175268,0,0,0,203,0,0,1,0,8,0,0,1,0,1,0
1993,86500,11,70000,71,1,1,27,1,0,0,1,0,0,58,1,540497,191339,0,0,0,317,0,1,0,0,54,0,0,0,1,0,1
1994,182000,12,60000,101,1,3,29,1,0,0,1,0,0,102,0,540527,189621,0,0,0,317,0,0,0,1,27,0,1,0,0,1,0
1995,198500,12,178650,121,1,3,28,1,0,0,1,0,0,71,1,540546,176774,0,0,0,203,0,1,0,0,49,0,0,0,1,0,1
1996,170000,12,52254,31,2,4,38,1,0,0,1,0,0,140,0,540548,191646,0,0,0,317,0,0,0,1,26,0,0,1,0,1,0
1997,185000,12,166500,111,1,2,34,1,0,0,1,0,0,83,0,540560,188885,0,0,0,317,0,0,0,1,62,0,1,0,0,1,0
1998,170000,12,153000,121,1,2,27,1,0,0,1,0,0,92,1,540580,188866,0,0,0,317,0,0,0,1,62,0,1,0,0,1,0
1999,115000,12,106000,91,1,2,29,1,0,0,1,0,0,73,0,540582,177819,0,0,0,203,0,1,0,0,58,0,1,0,0,0,1
2000,111950,12,106350,71,1,3,29,1,0,0,1,0,0,93,1,540590,172007,1,0,1,209,0,0,0,1,35,0,1,0,0,1,0
2001,315000,13,252000,66,1,4,36,1,0,0,1,0,0,163,0,540603,169002,0,0,0,305,1,0,0,0,6,0,0,1,0,1,0
2002,103000,12,97500,101,1,3,25,1,0,0,1,0,0,114,1,540606,183778,0,0,0,316,0,0,0,1,59,0,1,0,0,1,0
2003,74995,11,49995,16,1,1,32,2,1,0,0,0,0,30,1,540614,186903,0,0,0,317,0,1,0,0,78,0,0,0,1,0,1
2004,105000,12,99750,17,1,2,26,6,0,1,0,0,0,52,1,540614,186903,0,0,0,317,0,1,0,0,78,0,0,0,1,0,1
2005,175000,12,155000,101,1,2,27,1,0,0,1,0,0,107,0,540634,188720,0,0,0,317,0,1,0,0,36,0,0,0,1,0,1
2006,97000,11,92000,111,1,1,25,1,0,0,1,0,0,65,1,540635,169479,0,0,0,305,0,1,0,0,60,0,1,0,0,0,1
2007,99500,12,80000,11,1,1,32,2,1,0,0,0,0,58,0,540641,190123,0,0,0,317,0,1,0,0,32,0,0,0,1,0,1
2008,92500,11,74500,31,1,2,33,1,0,0,1,0,0,80,1,540646,191122,0,0,0,317,0,1,0,0,38,0,0,0,1,0,1
2009,176000,12,100000,101,1,3,28,1,0,0,1,0,0,148,1,540653,177650,0,0,0,203,0,0,0,1,60,0,1,0,0,1,0
2010,242500,12,156000,101,1,3,37,1,0,0,1,0,0,137,0,540670,177336,0,0,0,203,0,0,0,1,34,0,1,0,0,1,0
2011,74000,11,70300,21,1,1,31,1,0,0,1,0,0,50,1,540678,171997,0,0,0,209,0,1,0,0,35,0,0,0,1,0,1
2012,149995,12,134995,101,2,3,32,1,0,0,1,0,0,89,1,540696,188725,0,0,0,317,0,1,0,0,68,0,0,0,1,1,0
2013,75000,11,71250,51,1,2,21,0,0,0,0,0,1,64,1,540697,169732,0,0,0,305,0,1,0,0,57,0,1,0,0,0,1
2014,187000,12,137000,71,1,4,34,1,0,0,1,0,0,135,0,540729,176714,0,0,0,203,0,0,1,0,37,0,0,1,0,1,0
2015,62000,11,53500,71,1,1,46,0,0,0,0,0,1,64,1,540733,183617,0,0,0,316,0,1,0,0,60,0,1,0,0,0,1
2016,60000,11,53750,71,1,1,33,1,0,0,1,0,0,67,1,540743,182938,0,0,0,316,0,1,0,0,52,0,1,0,0,0,1
2017,175000,12,135000,51,1,3,36,1,0,0,1,0,0,95,0,540751,189368,0,0,0,317,0,0,0,1,23,0,0,1,0,1,0
2018,147500,12,140125,101,1,2,30,1,0,0,1,0,0,96,1,540758,178033,0,0,0,203,0,0,0,1,25,0,1,0,0,1,0
